,0
9342,2-ci maddə ləğv edilmişdir
9343,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 122"
9344,4-cü maddədə “327
9345,1-327
9346,3 və 330-cu” sözləri “327
9347,1-327
9348,"5, 328, 329"
9349,"1, 329"
9350,"2, 330 və 346"
9351,3-cü” sözləri ilə əvəz edilmişdir və “çatanadək” sözündən sonra “və hər bir halda inzibati xəta haqqında iş üzrə qərar barədə bu Məcəllənin 125
9352,2-ci maddəsində nəzərdə tutulmuş qaydada məlumatlandırıldığı vaxtdan üç aydan az olmayan müddətdə” sözləri əlavə edilmişdir
9353," 16 dekabr 2022-ci il tarixli 694-VIQD nömrəli Azərbaycan Respublikasının Qanunu (Azərbaycan Dövlət İnformasiya Agentliyinin (AZƏRTAC-ın) rəsmi internet saytı, 1 fevral 2023-cü il, “Azərbaycan” qəzeti, 2 fevral 2023-cü il, № 23, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2023-cü il, № 2, maddə 149) ilə 122"
9354,4-cü maddədə “346
9355,3-cü” sözü “346-cı” sözü ilə əvəz edilmişdir
9356," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 122"
9357,5-ci maddənin ikinci cümləsində “protokol tərtib olunur” sözləri “qərar çıxarılır” sözləri ilə əvəz edilmişdir
9358,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 122"
9359,6-cı maddə yeni redaksiyada verilmişdir
9360,əvvəlki redaksiyada deyilirdi:122
9361,6
9362, Barəsində bu Məcəllənin 122
9363,"1-ci, 124"
9364,5-ci və ya 124
9365,6-cı maddələrində nəzərdə tutulmuş qaydada inzibati xəta haqqında protokol tərtib edilmiş şəxs protokolda qeyd olunan cəriməni ödədikdə protokolla razılaşmış olur və həmin protokol eyni məzmunlu inzibati tənbeh vermə haqqında qərar hesab edilir
9366," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 122"
9367,7-ci maddə yeni redaksiyada verilmişdir
9368,əvvəlki redaksiyada deyilirdi:122
9369,7
9370, Barəsində bu Məcəllənin 122
9371,1-ci və ya 124
9372,"6-cı maddələrində nəzərdə tutulmuş qaydada inzibati xəta haqqında protokol tərtib edilmiş şəxs inzibati xətanın törədilməsi zamanı nəqliyyat vasitəsinin digər şəxsin sahibliyində və ya istifadəsində olması, yaxud digər şəxslərin qanunsuz əməlləri nəticəsində onun sahibliyindən çıxması ilə bağlı və ya digər səbəbdən protokolla razılaşmadığı hallarda səlahiyyətli orqana vəsatətlə müraciət edə bilər"
9373, Vəsatət inzibati xəta haqqında protokol barədə bu Məcəllənin 125
9374,2
9375,"3-cü maddəsində nəzərdə tutulmuş qaydada məlumat verildiyi vaxtdan 10 gün müddətində şəxsən verilə və ya poçt, yaxud internet vasitəsilə göndərilə bilər"
9376, Vəsatət verən şəxs inzibati xətanın törədilməsi zamanı nəqliyyat vasitəsini kimin idarə etdiyinə dair ehtimalını vəsatətdə göstərə bilər
9377," Vəsatətdə göstərilən məlumatlar təsdiq olunarsa, barəsində inzibati xəta haqqında protokol tərtib edilmiş şəxs haqqında olan iş üzrə icraata xitam verilir və inzibati xətanı törətmiş şəxsin inzibati məsuliyyətə cəlb edilməsi üçün müvafiq tədbirlər görülür"
9378," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 122"
9379,8-ci maddə yeni redaksiyada verilmişdir
9380,əvvəlki redaksiyada deyilirdi:122
9381,8
9382, Barəsində bu Məcəllənin 122
9383,"1-ci, 124"
9384,5-ci və ya 124
9385,6-cı maddələrində nəzərdə tutulmuş qaydada inzibati xəta haqqında protokol tərtib edilmiş şəxs bu Məcəllənin 125
9386,2
9387,"3-cü maddəsində nəzərdə tutulmuş qaydada məlumatlandırıldığı vaxtdan 10 gün müddətində vəsatət vermədikdə, həmin protokol inzibati tənbeh tətbiq etmə haqqında qərar hesab edilir və həmin vaxtdan 10 gün müddətində həmin qərardan bu Məcəllənin 126"
9388,1-ci maddəsində nəzərdə tutulmuş qaydada şikayət verilə bilər
9389," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 123-cü maddənin adında “hüquqi şəxsə” sözlərindən sonra “(dövlət qurumuna)” sözləri əlavə edilmişdir"
9390,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 123"
9391,"1-ci maddədə “istifadəsində” sözündən sonra “, yaxud dövlət qurumunun istifadəsində” sözləri, “hüquqi şəxsə” sözlərindən sonra “(dövlət qurumuna)” sözləri əlavə edilmişdir"
9392," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 123"
9393,"2-ci maddənin birinci cümləsində “Hüquqi şəxs” sözləri “Hüquqi şəxsin (dövlət qurumunun) müvafiq vəzifəli şəxsi” sözləri ilə, ikinci və üçüncü cümlələrində “xəta haqqında protokol” sözləri “tənbeh vermə haqqında qərar” sözləri ilə, üçüncü cümlədə “protokol” sözü “qərar” sözü ilə əvəz edilmişdir"
9394,"20 dekabr 2021-ci il tarixli 433-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 28 yanvar 2022-ci il, № 19, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2022-ci il, № 1, maddə 2) ilə 123"
9395,2-ci maddədə “tərtib edir” sözləri “çıxarır” sözü ilə əvəz edilmişdir
9396," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 123"
9397,"3-cü maddənin birinci cümləsində “hüquqi şəxs” sözlərindən sonra “, yaxud dövlət qurumunun vəzifəli şəxsi” sözləri əlavə edilmişdir, ikinci cümləsində “şəxsin” sözündən sonra “, yaxud dövlət qurumunun vəzifəli şəxsinin” sözləri əlavə edilmişdir"
9398," [110][110] 23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 124"
9399,"1-ci maddə birinci cümləyə “hərəkəti qaydaları” sözlərindən sonra “, yol hərəkəti təhlükəsizliyinin təmin edilməsi və avtomobil yollarından istifadə qaydaları” sözləri əlavə edilmişdir və üçüncü cümlədə “gün” sözü “vaxtdan 3 gün müddətində” sözləri ilə əvəz edilmişdir"
9400," [111][111] 16 dekabr 2016-cı il tarixli 468-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 5 fevral 2017-ci il, № 26, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 2, maddə 139) ilə 124"
9401,"5-ci maddənin birinci cümləsində “yanında deyilsə” sözləri “yanında olmadığı və həmin nəqliyyat vasitəsi yol hərəkəti və piyadaların hərəkətinə maneə yaratdığı hallarda, habelə bu Məcəllənin 346-1"
9402,5-ci maddəsində nəzərdə tutulmuş hallarda” sözləri ilə əvəzedilmişdir
9403,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 124"
9404,"5-ci maddənin birinci cümlədə “xəta haqqında protokol” sözləri “tənbeh vermə haqqında qərar” sözləri ilə əvəz edilmişdir, ikinci cümlədə “xəta haqqında protokolda” sözləri “tənbeh vermə haqqında qərarda” sözləri ilə əvəz edilmişdir və üçüncü cümlədə “Protokol” sözü “İnzibati tənbeh vermə haqqında qərar” sözləri ilə, “protokol” sözü “qərar” sözü ilə əvəz edilmişdir"
9405," [112][112] 16 dekabr 2016-cı il tarixli 468-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 5 fevral 2017-ci il, № 26, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 2, maddə 139) ilə 124"
9406,5-ci maddəyə yeni məzmunda qeyd hissəsi əlavə edilmişdir
9407," [113][113] 16 dekabr 2016-cı il tarixli 468-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 5 fevral 2017-ci il, № 26, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 2, maddə 139) ilə 124"
9408,6-cı maddənin birinci cümləsində “və ya 346
9409,2-ci” sözləri “346
9410,"2, 346-1"
9411,"2, 346-1"
9412,3-cü və 346-1
9413,4-cü” sözləri ilə əvəz edilmişdir və “və nəqliyyat vasitəsinin mühafizə olunan duracağa aparılması mümkün olmadığı” sözləri çıxarılmışdır
9414," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 124"
9415,"6-cı maddənin birinci cümlədə “xəta haqqında protokol” sözləri “tənbeh vermə haqqında qərar” sözləri ilə əvəz edilmişdir, ikinci cümlədə “protokolun” sözü “qərarın” sözü ilə əvəz edilmişdir və üçüncü cümlədə “Protokol” sözü “İnzibati tənbeh vermə haqqında qərar” sözləri ilə, “protokol” sözü “qərar” sözü ilə əvəz edilmişdir"
9416," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 125"
9417,"2-ci maddədə “hüquqi şəxs” sözlərindən sonra “, yaxud istifadəsində olan nəqliyyat vasitələri ilə əlaqədar dövlət qurumu” sözləri əlavə edilmişdir"
9418,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 125"
9419,2
9420,1-ci maddədə “elektron protokolu” sözləri “protokolu” sözü ilə əvəz edilmişdir
9421,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 125"
9422,2
9423,2-ci maddəyə “nəqliyyat vasitəsi istifadəçisinin” sözlərindən sonra “elektron kabinetində olan” sözləri əlavə edilmişdir və “inzibati xəta haqqında elektron protokolun və ya” sözləri çıxarılmışdır
9424,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 125"
9425,2
9426,3-cü maddə yeni redaksiyada verilmişdir
9427,əvvəlki redaksiyada deyilirdi:125
9428,2
9429,3
9430, inzibati xəta haqqında elektron protokol və ya inzibati xəta haqqında iş üzrə qərar ona əlavə edilmiş materiallarla birlikdə kağız daşıyıcıda çap olunaraq səlahiyyətli orqan (vəzifəli şəxs) tərəfindən inzibati xətanın törədildiyi vaxtdan 2 gün müddətində bu Məcəllənin 57-ci maddəsində nəzərdə tutulmuş rəsmi qaydada verilir
9431," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 125"
9432,3-cü maddəyə ikinci cümlə əlavə edilmişdir
9433,"23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 125"
9434,3-cü maddənin ikinci cümləsində “çatdırıldığı vaxt barədə məlumatı” sözləri “çatdırıldığı vaxt barədə və nəqliyyat vasitəsinin istifadəçisinin bu Məcəllənin 125
9435,2
9436,"1-ci maddəsində nəzərdə tutulan qaydada onun elektron kabinetinə yerləşdirilmiş inzibati xəta haqqında iş üzrə qərarla və onun əlavələri ilə tanış olduğu vaxt barədə məlumatları” sözləri ilə, üçüncü cümləsində “çatdırıldığı vaxt barədə məlumat” sözləri “çatdırıldığı vaxt barədə və nəqliyyat vasitəsinin istifadəçisinin bu Məcəllənin 125"
9437,2
9438,1-ci maddəsində nəzərdə tutulan qaydada onun elektron kabinetinə yerləşdirilmiş inzibati xəta haqqında iş üzrə qərarla və onun əlavələri ilə tanış olduğu vaxt barədə məlumatlar” sözləri ilə əvəz edilmişdir
9439," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 125"
9440,4-cü maddə yeni redaksiyada verilmişdir
9441,əvvəlki redaksiyada deyilirdi:125
9442,4
9443, Foto və ya video qeydiyyat funksiyalarına malik xüsusi texniki vasitələrin köməyi ilə aşkar edilmiş inzibati xətalara görə tərtib edilmiş inzibati xəta haqqında elektron protokol və ya inzibati xəta haqqında iş üzrə qərarın bu Məcəllənin 57-ci maddəsində nəzərdə tutulmuş qaydada “Poçt haqqında” Azərbaycan Respublikasının Qanununda nəzərdə tutulmuş sifarişli poçt göndərişi vasitəsilə rəsmi çatdırılması barədə məlumatlar müvafiq icra hakimiyyəti orqanı tərəfindən müvafiq icra hakimiyyəti orqanının mərkəzi informasiya sisteminə göndərilir
9444," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 125"
9445,5-ci maddədə “hüquqi şəxslər” sözlərindən sonra “(dövlət qurumları)” sözləri əlavə edilmişdir
9446,"23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 125"
9447,"5-ci maddənin ikinci cümləsinə “yenilənməsi” sözündən sonra “, habelə nəqliyyat vasitəsinə bir neçə şəxsin sahiblik hüququ olduqda həmin şəxslərdən birinin elektron müraciəti əsasında onun bu Məcəllənin 122"
9448,2-ci maddəsində nəzərdə tutulmuş nəqliyyat vasitəsinin istifadəçisi qismində qəbul edilməsi və inzibati xəta haqqında elektron qərarların onun barəsində tərtib edilməsi” sözləri əlavə edilmişdir
9449,"20 dekabr 2021-ci il tarixli 433-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 28 yanvar 2022-ci il, № 19, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2022-ci il, № 1, maddə 2) ilə 125"
9450,5-ci maddədə “tərtib edilməsi” sözləri “çıxarılması” sözü ilə əvəz edilmişdir
9451," 23 fevral 2021-ci il tarixli 270-VIQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 14 aprel 2021-ci il, № 76, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2021-ci il, № 4 maddə 306) ilə 125"
9452,6-cı maddədə “125
9453,4 və 125
9454,5-ci maddələrində” sözləri “125
9455,5-ci maddəsində” sözləri ilə əvəz edilmişdir
9456," 20 oktyabr 2017-ci il tarixli 814-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 16 noyabr 2017-ci il, № 252, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2017-ci il, № 11, maddə 1966) ilə 125"
9457,"7-ci, 152"
9458,5-ci və 339
9459,"5-ci maddələrdə “əleyhinə olan inzibati xəta” sözlərindən sonra “, yaxud bu Məcəllənin 353"
9460,2-ci maddəsində nəzərdə tutulan inzibati xəta” sözləri əlavə edilmişdir
9461,"29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 125"
9462,"7-ci maddədən “, yaxud bu Məcəllənin 353"
9463,2-ci maddəsində nəzərdə tutulan inzibati xəta” sözləri çıxarılmışdır
9464," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 125"
9465,8-ci maddədən “xəta haqqında elektron protokol və ya inzibati” sözləri çıxarılmışdır
9466," 29 iyun 2018-ci il tarixli 1221-VQD nömrəli Azərbaycan Respublikasının Qanunu (“Azərbaycan” qəzeti, 20 iyul 2018-ci il, № 159, Azərbaycan Respublikasının Qanunvericilik Toplusu, 2018-ci il, № 7, I kitab, maddə 1437) ilə 126"
